source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.2m), 0.5055, 0.6356, 0.5631, 0.3919, 0.5536, 0.7594
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.5m), 0.4089, 0.7522, 0.5298, 0.3604, 0.5964, 0.8469
Hokkaido Iburi-Tobu, Lombok, 0.1229, 0.6044, 0.2042, 0.1137, 0.4838, 0.8565
Hokkaido Iburi-Tobu, Longxi River (SAT), 0.0547, 0.0002, 0.0004, 0.0002, 0.4504, 0.9006
Hokkaido Iburi-Tobu, Longxi River (UAV), 0.6146, 0.1855, 0.2850, 0.1662, 0.5034, 0.8455
Hokkaido Iburi-Tobu, Mengdong Township, 0.4652, 0.3762, 0.4160, 0.2626, 0.5771, 0.8955
Hokkaido Iburi-Tobu, Moxi town (UAV-0.2m), 0.3726, 0.5721, 0.4513, 0.2914, 0.5251, 0.7805
Hokkaido Iburi-Tobu, Moxi town (UAV-1m), 0.3025, 0.2256, 0.2584, 0.1484, 0.5295, 0.9120
Hokkaido Iburi-Tobu, Moxitaidi (SAT), 0.2810, 0.4471, 0.3451, 0.2085, 0.5480, 0.8907
Hokkaido Iburi-Tobu, Moxitaidi (UAV-0.6m), 0.1696, 0.6063, 0.2651, 0.1528, 0.4182, 0.7006
Hokkaido Iburi-Tobu, Moxitaidi (UAV-1m), 0.1536, 0.6170, 0.2460, 0.1402, 0.4195, 0.7128
Hokkaido Iburi-Tobu, palu, 0.1087, 0.4372, 0.1741, 0.0953, 0.5242, 0.9533
Hokkaido Iburi-Tobu, Tiburon Peninsula (planet), 0.4900, 0.5865, 0.5339, 0.3642, 0.6455, 0.9297
Hokkaido Iburi-Tobu, Tiburon Peninsula (Sentinel), 0.1713, 0.7104, 0.2760, 0.1601, 0.5121, 0.8675
Hokkaido Iburi-Tobu, Wenchuan, 0.3286, 0.5247, 0.4041, 0.2532, 0.5906, 0.9297
Jiuzhai valley (UAV-0.2m), Hokkaido Iburi-Tobu, 0.5330, 0.0861, 0.1482, 0.0800, 0.4937, 0.9080
Jiuzhai valley (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.6023, 0.8193, 0.6943, 0.5317, 0.7202, 0.9173
Jiuzhai valley (UAV-0.2m), Lombok, 0.0723, 0.2869, 0.1155, 0.0613, 0.4631, 0.8661
Jiuzhai valley (UAV-0.2m), Longxi River (SAT), 0.5704, 0.0919, 0.1583, 0.0860, 0.4941, 0.9032
Jiuzhai valley (UAV-0.2m), Longxi River (UAV), 0.4841, 0.3290, 0.3918, 0.2436, 0.5321, 0.8305
Jiuzhai valley (UAV-0.2m), Mengdong Township, 0.3969, 0.6112, 0.4813, 0.3169, 0.5891, 0.8697
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-0.2m), 0.4465, 0.4208, 0.4333, 0.2765, 0.5453, 0.8264
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-1m), 0.2028, 0.3376, 0.2534, 0.1451, 0.5034, 0.8648
Jiuzhai valley (UAV-0.2m), Moxitaidi (SAT), 0.3326, 0.5588, 0.4170, 0.2634, 0.5795, 0.8994
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-0.6m), 0.2470, 0.6052, 0.3509, 0.2128, 0.5010, 0.8006
