source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Wenchuan, Hokkaido Iburi-Tobu, 0.4870, 0.1010, 0.1674, 0.0913, 0.4985, 0.9065, 0.0642
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7410, 0.5086, 0.6032, 0.4319, 0.6227, 0.8367, 0.1225
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6577, 0.4152, 0.5091, 0.3415, 0.6225, 0.9082, 0.2149
Wenchuan, Lombok, 0.0759, 0.2146, 0.1121, 0.0594, 0.4776, 0.8965, 0.1022
Wenchuan, Longxi River (SAT), 0.1485, 0.0067, 0.0129, 0.0065, 0.4521, 0.8978, 0.0034
Wenchuan, Longxi River (UAV), 0.7178, 0.0690, 0.1259, 0.0672, 0.4532, 0.8410, 0.0577
Wenchuan, Mengdong Township, 0.6349, 0.3214, 0.4268, 0.2713, 0.5915, 0.9146, 0.1803
Wenchuan, Moxi town (UAV-0.2m), 0.3825, 0.1533, 0.2189, 0.1229, 0.4730, 0.8274, 0.0537
Wenchuan, Moxi town (UAV-1m), 0.1501, 0.2848, 0.1965, 0.1090, 0.4738, 0.8418, 0.1500
Wenchuan, Moxitaidi (SAT), 0.3952, 0.3063, 0.3451, 0.2085, 0.5661, 0.9251, 0.0972
Wenchuan, Moxitaidi (UAV-0.6m), 0.2836, 0.2933, 0.2884, 0.1685, 0.5181, 0.8711, 0.1169
Wenchuan, Moxitaidi (UAV-1m), 0.2137, 0.3129, 0.2540, 0.1455, 0.5013, 0.8604, 0.1010
Wenchuan, palu, 0.0163, 0.0564, 0.0252, 0.0128, 0.4819, 0.9510, 0.0557
Wenchuan, Tiburon Peninsula (planet), 0.2010, 0.8694, 0.3265, 0.1951, 0.4667, 0.7539, 0.2627
Wenchuan, Tiburon Peninsula (Sentinel), 0.3190, 0.1915, 0.2394, 0.1360, 0.5462, 0.9567, 0.1385
