source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai Valley, 0.8403, 0.5236, 0.6452, 0.4762, 0.6645, 0.8702
Hokkaido Iburi-Tobu, Lombok, 0.0972, 0.4426, 0.1594, 0.0866, 0.4698, 0.8549
Hokkaido Iburi-Tobu, Longxi River, 0.4491, 0.0524, 0.0939, 0.0493, 0.4681, 0.8876
Hokkaido Iburi-Tobu, Mengdong Township, 0.5457, 0.1858, 0.2772, 0.1609, 0.5321, 0.9049
Hokkaido Iburi-Tobu, Luding, 0.3682, 0.4049, 0.3857, 0.2389, 0.5463, 0.8602
Hokkaido Iburi-Tobu, Palu, 0.1087, 0.3239, 0.1628, 0.0886, 0.5241, 0.9597
Hokkaido Iburi-Tobu, Tiburon Peninsula, 0.1980, 0.1969, 0.1975, 0.1095, 0.5174, 0.9260
Hokkaido Iburi-Tobu, Wenchuan, 0.6182, 0.2409, 0.3467, 0.2097, 0.5824, 0.9556
Jiuzhai Valley, Hokkaido Iburi-Tobu, 0.5627, 0.4061, 0.4718, 0.3087, 0.6097, 0.9142
Jiuzhai Valley, Lombok, 0.0784, 0.4439, 0.1333, 0.0714, 0.4447, 0.8205
Jiuzhai Valley, Longxi River, 0.5715, 0.1925, 0.2880, 0.1682, 0.5301, 0.8943
Jiuzhai Valley, Mengdong Township, 0.4403, 0.1881, 0.2636, 0.1518, 0.5234, 0.8969
Jiuzhai Valley, Luding, 0.3495, 0.7447, 0.4757, 0.3121, 0.5593, 0.8221
Jiuzhai Valley, Palu, 0.0442, 0.1101, 0.0630, 0.0325, 0.4965, 0.9604
Jiuzhai Valley, Tiburon Peninsula, 0.3042, 0.2703, 0.2862, 0.1670, 0.5519, 0.9376
Jiuzhai Valley, Wenchuan, 0.4017, 0.4164, 0.4089, 0.2570, 0.5984, 0.9411
Lombok, Hokkaido Iburi-Tobu, 0.7223, 0.3930, 0.5090, 0.3414, 0.6336, 0.9285
Lombok, Jiuzhai Valley, 0.8401, 0.3055, 0.4481, 0.2887, 0.5533, 0.8303
Lombok, Longxi River, 0.0738, 0.1254, 0.0929, 0.0487, 0.3865, 0.7282
Lombok, Mengdong Township, 0.1457, 0.1954, 0.1669, 0.0911, 0.4480, 0.8086
Lombok, Luding, 0.1945, 0.1343, 0.1589, 0.0863, 0.4650, 0.8459
Lombok, Palu, 0.3259, 0.3402, 0.3329, 0.1997, 0.5916, 0.9835
Lombok, Tiburon Peninsula, 0.4165, 0.3426, 0.3760, 0.2315, 0.5890, 0.9474
Lombok, Wenchuan, 0.6133, 0.1141, 0.1924, 0.1064, 0.5296, 0.9531
Longxi River, Hokkaido Iburi-Tobu, 0.5581, 0.5151, 0.5358, 0.3659, 0.6387, 0.9158
Longxi River, Jiuzhai Valley, 0.7036, 0.7505, 0.7263, 0.5702, 0.7084, 0.8725
Longxi River, Lombok, 0.0671, 0.6178, 0.1211, 0.0644, 0.3901, 0.7211
Longxi River, Mengdong Township, 0.3258, 0.7609, 0.4562, 0.2955, 0.5516, 0.8221
Longxi River, Luding, 0.3067, 0.6861, 0.4239, 0.2690, 0.5253, 0.7978
Longxi River, Palu, 0.0413, 0.4898, 0.0762, 0.0396, 0.4476, 0.8564
Longxi River, Tiburon Peninsula, 0.1339, 0.6871, 0.2241, 0.1262, 0.4494, 0.7799
Longxi River, Wenchuan, 0.3674, 0.8336, 0.5100, 0.3423, 0.6303, 0.9216
Mengdong Township, Hokkaido Iburi-Tobu, 0.7473, 0.2545, 0.3797, 0.2343, 0.5770, 0.9216
Mengdong Township, Jiuzhai Valley, 0.9088, 0.4059, 0.5612, 0.3900, 0.6162, 0.8569
Mengdong Township, Lombok, 0.0769, 0.0920, 0.0838, 0.0437, 0.4905, 0.9374
Mengdong Township, Longxi River, 0.6944, 0.0608, 0.1118, 0.0592, 0.4756, 0.8927
Mengdong Township, Luding, 0.5700, 0.3111, 0.4025, 0.2520, 0.5742, 0.8999
Mengdong Township, Palu, 0.0778, 0.1700, 0.1068, 0.0564, 0.5110, 0.9656
Mengdong Township, Tiburon Peninsula, 0.3629, 0.2875, 0.3208, 0.1911, 0.5670, 0.9437
Mengdong Township, Wenchuan, 0.8310, 0.1785, 0.2939, 0.1722, 0.5649, 0.9580
Luding, Hokkaido Iburi-Tobu, 0.7125, 0.2637, 0.3850, 0.2384, 0.5784, 0.9205
Luding, Jiuzhai Valley, 0.8309, 0.5678, 0.6746, 0.5090, 0.6837, 0.8765
Luding, Lombok, 0.0661, 0.3184, 0.1095, 0.0579, 0.4477, 0.8390
Luding, Longxi River, 0.4914, 0.2351, 0.3180, 0.1891, 0.5371, 0.8881
Luding, Mengdong Township, 0.5311, 0.4671, 0.4970, 0.3307, 0.6168, 0.9073
Luding, Palu, 0.0481, 0.0969, 0.0643, 0.0332, 0.4995, 0.9659
Luding, Tiburon Peninsula, 0.3308, 0.1147, 0.1703, 0.0931, 0.5206, 0.9483
Luding, Wenchuan, 0.7171, 0.3277, 0.4498, 0.2902, 0.6251, 0.9608
Palu, Hokkaido Iburi-Tobu, 0.4498, 0.0694, 0.1203, 0.0640, 0.4838, 0.9042
Palu, Jiuzhai Valley, 0.7636, 0.0147, 0.0289, 0.0147, 0.3954, 0.7768
Palu, Lombok, 0.6538, 0.0620, 0.1133, 0.0601, 0.5149, 0.9698
Palu, Longxi River, 0.7954, 0.0113, 0.0222, 0.0112, 0.4505, 0.8899
Palu, Mengdong Township, 0.6231, 0.0090, 0.0178, 0.0090, 0.4556, 0.9022
Palu, Luding, 0.5220, 0.0205, 0.0394, 0.0201, 0.4558, 0.8918
Palu, Tiburon Peninsula, 0.3440, 0.2176, 0.2666, 0.1538, 0.5489, 0.9446
Palu, Wenchuan, 0.7417, 0.0963, 0.1705, 0.0932, 0.5235, 0.9541
Tiburon Peninsula, Hokkaido Iburi-Tobu, 0.5759, 0.0623, 0.1124, 0.0596, 0.4831, 0.9072
Tiburon Peninsula, Jiuzhai Valley, 0.8460, 0.1980, 0.3210, 0.1912, 0.4967, 0.8111
Tiburon Peninsula, Lombok, 0.5543, 0.0558, 0.1014, 0.0534, 0.5113, 0.9693
Tiburon Peninsula, Longxi River, 0.5992, 0.0122, 0.0238, 0.0121, 0.4507, 0.8894
Tiburon Peninsula, Mengdong Township, 0.2422, 0.0135, 0.0256, 0.0130, 0.4560, 0.8991
Tiburon Peninsula, Luding, 0.1630, 0.0462, 0.0720, 0.0373, 0.4538, 0.8709
Tiburon Peninsula, Palu, 0.4090, 0.1286, 0.1956, 0.1084, 0.5478, 0.9872
Tiburon Peninsula, Wenchuan, 0.6685, 0.2097, 0.3193, 0.1900, 0.5729, 0.9562
