source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai Valley, 0.8553, 0.8627, 0.8590, 0.7528, 0.8368, 0.9361
Hokkaido Iburi-Tobu, Lombok, 0.8239, 0.8677, 0.8452, 0.7319, 0.8609, 0.9901
Hokkaido Iburi-Tobu, Longxi River, 0.6770, 0.7874, 0.7281, 0.5724, 0.7504, 0.9347
Hokkaido Iburi-Tobu, Mengdong Township, 0.9310, 0.9428, 0.9369, 0.8812, 0.9337, 0.9875
Hokkaido Iburi-Tobu, Luding, 0.6886, 0.7479, 0.7170, 0.5588, 0.7446, 0.9360
Hokkaido Iburi-Tobu, Palu, 0.8290, 0.8739, 0.8509, 0.7404, 0.8683, 0.9963
Hokkaido Iburi-Tobu, Tiburon Peninsula, 0.8705, 0.9190, 0.8941, 0.8085, 0.8990, 0.9899
Hokkaido Iburi-Tobu, Wenchuan, 0.6282, 0.6646, 0.6459, 0.4770, 0.7201, 0.9643
Jiuzhai Valley, Hokkaido Iburi-Tobu, 0.8627, 0.8867, 0.8745, 0.7770, 0.8754, 0.9760
Jiuzhai Valley, Lombok, 0.7471, 0.8208, 0.7822, 0.6423, 0.8139, 0.9858
Jiuzhai Valley, Longxi River, 0.6928, 0.7786, 0.7332, 0.5788, 0.7550, 0.9371
Jiuzhai Valley, Mengdong Township, 0.9043, 0.9442, 0.9238, 0.8584, 0.9208, 0.9847
Jiuzhai Valley, Luding, 0.7816, 0.6958, 0.7362, 0.5825, 0.7620, 0.9459
Jiuzhai Valley, Palu, 0.7974, 0.7939, 0.7957, 0.6607, 0.8279, 0.9951
Jiuzhai Valley, Tiburon Peninsula, 0.8627, 0.8866, 0.8745, 0.7769, 0.8823, 0.9882
Jiuzhai Valley, Wenchuan, 0.7038, 0.6244, 0.6617, 0.4944, 0.7311, 0.9687
Lombok, Hokkaido Iburi-Tobu, 0.8542, 0.9114, 0.8819, 0.7887, 0.8818, 0.9770
Lombok, Jiuzhai Valley, 0.8439, 0.8674, 0.8555, 0.7475, 0.8327, 0.9339
Lombok, Longxi River, 0.6959, 0.7839, 0.7373, 0.5839, 0.7580, 0.9380
Lombok, Mengdong Township, 0.9249, 0.9423, 0.9336, 0.8754, 0.9304, 0.9868
Lombok, Luding, 0.7667, 0.7409, 0.7536, 0.6046, 0.7737, 0.9475
Lombok, Palu, 0.8197, 0.7979, 0.8086, 0.6787, 0.8371, 0.9954
Lombok, Tiburon Peninsula, 0.8878, 0.8611, 0.8742, 0.7765, 0.8823, 0.9885
Lombok, Wenchuan, 0.7087, 0.5481, 0.6181, 0.4473, 0.7066, 0.9668
Longxi River, Hokkaido Iburi-Tobu, 0.8610, 0.8971, 0.8787, 0.7836, 0.8790, 0.9766
Longxi River, Jiuzhai Valley, 0.8344, 0.8564, 0.8453, 0.7320, 0.8222, 0.9293
Longxi River, Lombok, 0.8187, 0.7872, 0.8026, 0.6703, 0.8290, 0.9880
Longxi River, Mengdong Township, 0.9164, 0.9381, 0.9271, 0.8641, 0.9241, 0.9855
Longxi River, Luding, 0.7418, 0.7254, 0.7335, 0.5792, 0.7586, 0.9429
Longxi River, Palu, 0.8339, 0.7936, 0.8132, 0.6853, 0.8404, 0.9956
Longxi River, Tiburon Peninsula, 0.8525, 0.9087, 0.8797, 0.7852, 0.8866, 0.9885
Longxi River, Wenchuan, 0.7467, 0.6112, 0.6722, 0.5062, 0.7381, 0.9708
Mengdong Township, Hokkaido Iburi-Tobu, 0.8476, 0.9018, 0.8739, 0.7760, 0.8746, 0.9754
Mengdong Township, Jiuzhai Valley, 0.8608, 0.8526, 0.8567, 0.7493, 0.8348, 0.9357
Mengdong Township, Lombok, 0.8068, 0.8631, 0.8340, 0.7152, 0.8521, 0.9893
Mengdong Township, Longxi River, 0.7244, 0.7606, 0.7420, 0.5899, 0.7629, 0.9413
Mengdong Township, Luding, 0.7606, 0.6954, 0.7266, 0.5705, 0.7546, 0.9433
Mengdong Township, Palu, 0.8584, 0.8088, 0.8328, 0.7136, 0.8548, 0.9961
Mengdong Township, Tiburon Peninsula, 0.8728, 0.9062, 0.8892, 0.8004, 0.8948, 0.9895
Mengdong Township, Wenchuan, 0.7052, 0.4864, 0.5757, 0.4042, 0.6841, 0.9649
Luding, Hokkaido Iburi-Tobu, 0.8403, 0.9095, 0.8735, 0.7755, 0.8741, 0.9752
Luding, Jiuzhai Valley, 0.8340, 0.8380, 0.8360, 0.7182, 0.8134, 0.9259
Luding, Lombok, 0.7797, 0.8543, 0.8153, 0.6882, 0.8379, 0.9880
Luding, Longxi River, 0.6783, 0.7890, 0.7295, 0.5742, 0.7515, 0.9350
Luding, Mengdong Township, 0.9354, 0.9408, 0.9381, 0.8834, 0.9350, 0.9878
Luding, Palu, 0.8169, 0.8311, 0.8239, 0.7006, 0.8481, 0.9957
Luding, Tiburon Peninsula, 0.8749, 0.8946, 0.8846, 0.7931, 0.8909, 0.9892
Luding, Wenchuan, 0.7069, 0.4957, 0.5827, 0.4112, 0.6878, 0.9652
Palu, Hokkaido Iburi-Tobu, 0.8783, 0.8824, 0.8803, 0.7862, 0.8808, 0.9774
Palu, Jiuzhai Valley, 0.8420, 0.8714, 0.8564, 0.7489, 0.8335, 0.9341
Palu, Lombok, 0.7673, 0.8483, 0.8058, 0.6747, 0.8308, 0.9873
Palu, Longxi River, 0.6981, 0.7842, 0.7387, 0.5857, 0.7591, 0.9384
Palu, Mengdong Township, 0.9361, 0.9246, 0.9303, 0.8697, 0.9274, 0.9864
Palu, Luding, 0.7913, 0.7160, 0.7517, 0.6022, 0.7733, 0.9487
Palu, Tiburon Peninsula, 0.8775, 0.8834, 0.8805, 0.7864, 0.8874, 0.9889
Palu, Wenchuan, 0.6286, 0.5883, 0.6078, 0.4365, 0.6991, 0.9628
Tiburon Peninsula, Hokkaido Iburi-Tobu, 0.8596, 0.8999, 0.8793, 0.7845, 0.8795, 0.9767
Tiburon Peninsula, Jiuzhai Valley, 0.8285, 0.8611, 0.8445, 0.7308, 0.8210, 0.9285
Tiburon Peninsula, Lombok, 0.8388, 0.8338, 0.8363, 0.7187, 0.8541, 0.9899
Tiburon Peninsula, Longxi River, 0.7388, 0.7340, 0.7364, 0.5827, 0.7596, 0.9416
Tiburon Peninsula, Mengdong Township, 0.9272, 0.9395, 0.9333, 0.8750, 0.9302, 0.9868
Tiburon Peninsula, Luding, 0.7605, 0.6867, 0.7217, 0.5646, 0.7513, 0.9426
Tiburon Peninsula, Palu, 0.8570, 0.8435, 0.8502, 0.7394, 0.8679, 0.9964
Tiburon Peninsula, Wenchuan, 0.7073, 0.6691, 0.6876, 0.5240, 0.7466, 0.9702
Wenchuan, Hokkaido Iburi-Tobu, 0.8462, 0.9085, 0.8763, 0.7798, 0.8766, 0.9758
Wenchuan, Jiuzhai Valley, 0.8392, 0.8566, 0.8478, 0.7358, 0.8249, 0.9307
Wenchuan, Lombok, 0.7766, 0.7681, 0.7723, 0.6291, 0.8073, 0.9859
Wenchuan, Longxi River, 0.6620, 0.8288, 0.7361, 0.5824, 0.7549, 0.9340
Wenchuan, Mengdong Township, 0.9252, 0.9427, 0.9339, 0.8760, 0.9308, 0.9869
Wenchuan, Luding, 0.7366, 0.7518, 0.7441, 0.5925, 0.7657, 0.9439
Wenchuan, Palu, 0.7980, 0.8095, 0.8037, 0.6719, 0.8335, 0.9952
Wenchuan, Tiburon Peninsula, 0.8639, 0.8999, 0.8815, 0.7881, 0.8882, 0.9888
