source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.2m), 0.7199, 0.4234, 0.5332, 0.3635, 0.5809, 0.8191
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.5m), 0.6171, 0.5791, 0.5975, 0.4260, 0.6651, 0.9105
Hokkaido Iburi-Tobu, Lombok, 0.0834, 0.2633, 0.1267, 0.0676, 0.4781, 0.8894
Hokkaido Iburi-Tobu, Longxi River (SAT), 0.0070, 0.0001, 0.0002, 0.0001, 0.4499, 0.8998
Hokkaido Iburi-Tobu, Longxi River (UAV), 0.7340, 0.1657, 0.2704, 0.1563, 0.5019, 0.8516
Hokkaido Iburi-Tobu, Mengdong Township, 0.1177, 0.3119, 0.1709, 0.0934, 0.3923, 0.7008
Hokkaido Iburi-Tobu, Moxi town (UAV-0.2m), 0.2481, 0.1273, 0.1683, 0.0919, 0.4446, 0.8015
Hokkaido Iburi-Tobu, Moxi town (UAV-1m), 0.0897, 0.0648, 0.0753, 0.0391, 0.4652, 0.8917
Hokkaido Iburi-Tobu, Moxitaidi (SAT), 0.2441, 0.5753, 0.3428, 0.2069, 0.5297, 0.8580
Hokkaido Iburi-Tobu, Moxitaidi (UAV-0.6m), 0.1278, 0.0458, 0.0675, 0.0349, 0.4608, 0.8872
Hokkaido Iburi-Tobu, Moxitaidi (UAV-1m), 0.1751, 0.5608, 0.2669, 0.1540, 0.4549, 0.7661
Hokkaido Iburi-Tobu, palu, 0.0524, 0.3543, 0.0913, 0.0478, 0.4840, 0.9205
Hokkaido Iburi-Tobu, Tiburon Peninsula (planet), 0.3676, 0.3808, 0.3741, 0.2301, 0.5701, 0.9126
Hokkaido Iburi-Tobu, Tiburon Peninsula (Sentinel), 0.2140, 0.6129, 0.3172, 0.1885, 0.5463, 0.9062
Hokkaido Iburi-Tobu, Wenchuan, 0.1066, 0.6575, 0.1834, 0.1010, 0.4134, 0.7340
Jiuzhai valley (UAV-0.2m), Hokkaido Iburi-Tobu, 0.1031, 0.9778, 0.1865, 0.1029, 0.1155, 0.2073
Jiuzhai valley (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.4390, 0.8286, 0.5739, 0.4024, 0.6233, 0.8589
Jiuzhai valley (UAV-0.2m), Lombok, 0.0499, 0.8621, 0.0944, 0.0495, 0.2660, 0.4961
Jiuzhai valley (UAV-0.2m), Longxi River (SAT), 0.6122, 0.2271, 0.3313, 0.1986, 0.5528, 0.9092
Jiuzhai valley (UAV-0.2m), Longxi River (UAV), 0.4540, 0.5485, 0.4968, 0.3305, 0.5638, 0.8156
Jiuzhai valley (UAV-0.2m), Mengdong Township, 0.1291, 0.7329, 0.2196, 0.1233, 0.2839, 0.4847
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-0.2m), 0.2361, 0.6821, 0.3508, 0.2127, 0.3833, 0.6018
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-1m), 0.0686, 0.9978, 0.1284, 0.0686, 0.0404, 0.0792
Jiuzhai valley (UAV-0.2m), Moxitaidi (SAT), 0.0816, 0.9526, 0.1503, 0.0812, 0.1710, 0.3061
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-0.6m), 0.1455, 0.6116, 0.2351, 0.1332, 0.3792, 0.6457
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-1m), 0.1140, 0.7444, 0.1978, 0.1097, 0.3119, 0.5415
