source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.2m), 0.5894, 0.2119, 0.3117, 0.1846, 0.4719, 0.7717
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.5m), 0.2754, 0.6359, 0.3843, 0.2379, 0.4929, 0.7664
Hokkaido Iburi-Tobu, Lombok, 0.1457, 0.2998, 0.1961, 0.1087, 0.5166, 0.9251
Hokkaido Iburi-Tobu, Longxi River (SAT), 0.0122, 0.0001, 0.0002, 0.0001, 0.4501, 0.9001
Hokkaido Iburi-Tobu, Longxi River (UAV), 0.6741, 0.0575, 0.1059, 0.0559, 0.4467, 0.8390
Hokkaido Iburi-Tobu, Mengdong Township, 0.1932, 0.4070, 0.2620, 0.1508, 0.4573, 0.7733
Hokkaido Iburi-Tobu, Moxi town (UAV-0.2m), 0.2235, 0.0961, 0.1344, 0.0720, 0.4369, 0.8048
Hokkaido Iburi-Tobu, Moxi town (UAV-1m), 0.1459, 0.1962, 0.1673, 0.0913, 0.4784, 0.8673
Hokkaido Iburi-Tobu, Moxitaidi (SAT), 0.1416, 0.6917, 0.2351, 0.1332, 0.4150, 0.7102
Hokkaido Iburi-Tobu, Moxitaidi (UAV-0.6m), 0.1652, 0.2262, 0.1909, 0.1055, 0.4657, 0.8293
Hokkaido Iburi-Tobu, Moxitaidi (UAV-1m), 0.1160, 0.2669, 0.1617, 0.0880, 0.4368, 0.7899
Hokkaido Iburi-Tobu, palu, 0.0236, 0.1728, 0.0415, 0.0212, 0.4656, 0.9102
Hokkaido Iburi-Tobu, Tiburon Peninsula (planet), 0.3137, 0.5116, 0.3889, 0.2414, 0.5635, 0.8897
Hokkaido Iburi-Tobu, Tiburon Peninsula (Sentinel), 0.1088, 0.8688, 0.1934, 0.1070, 0.4206, 0.7424
Hokkaido Iburi-Tobu, Wenchuan, 0.2116, 0.3979, 0.2763, 0.1603, 0.5319, 0.9053
Jiuzhai valley (UAV-0.2m), Hokkaido Iburi-Tobu, 0.0954, 0.9935, 0.1742, 0.0954, 0.0652, 0.1242
Jiuzhai valley (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.5021, 0.6412, 0.5632, 0.3920, 0.6344, 0.8860
Jiuzhai valley (UAV-0.2m), Lombok, 0.0737, 0.3532, 0.1219, 0.0649, 0.4541, 0.8450
Jiuzhai valley (UAV-0.2m), Longxi River (SAT), 0.2080, 0.0207, 0.0377, 0.0192, 0.4571, 0.8951
Jiuzhai valley (UAV-0.2m), Longxi River (UAV), 0.4054, 0.5876, 0.4798, 0.3156, 0.5407, 0.7886
Jiuzhai valley (UAV-0.2m), Mengdong Township, 0.1024, 0.2796, 0.1499, 0.0810, 0.3792, 0.6863
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-0.2m), 0.2342, 0.5563, 0.3296, 0.1973, 0.4031, 0.6431
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-1m), 0.0741, 0.9912, 0.1378, 0.0740, 0.0852, 0.1572
Jiuzhai valley (UAV-0.2m), Moxitaidi (SAT), 0.1658, 0.8316, 0.2765, 0.1604, 0.4322, 0.7197
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-0.6m), 0.1441, 0.7473, 0.2416, 0.1374, 0.3450, 0.5823
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-1m), 0.1230, 0.7236, 0.2102, 0.1175, 0.3404, 0.5873
Jiuzhai valley (UAV-0.2m), palu, 0.0383, 0.4760, 0.0709, 0.0368, 0.4478, 0.8595
Jiuzhai valley (UAV-0.2m), Tiburon Peninsula (planet), 0.2155, 0.7534, 0.3351, 0.2013, 0.4925, 0.7949
Jiuzhai valley (UAV-0.2m), Tiburon Peninsula (Sentinel), 0.0710, 0.8511, 0.1310, 0.0701, 0.3281, 0.5986
Jiuzhai valley (UAV-0.2m), Wenchuan, 0.1320, 0.6098, 0.2171, 0.1217, 0.4581, 0.8001
Jiuzhai valley (UAV-0.5m), Hokkaido Iburi-Tobu, 0.1186, 0.9403, 0.2106, 0.1177, 0.1998, 0.3446
Jiuzhai valley (UAV-0.5m), Jiuzhai valley (UAV-0.2m), 0.6986, 0.6385, 0.6672, 0.5006, 0.6582, 0.8446
Jiuzhai valley (UAV-0.5m), Lombok, 0.0626, 0.5748, 0.1129, 0.0599, 0.3899, 0.7249
Jiuzhai valley (UAV-0.5m), Longxi River (SAT), 0.5945, 0.1976, 0.2966, 0.1741, 0.5397, 0.9071
Jiuzhai valley (UAV-0.5m), Longxi River (UAV), 0.4466, 0.5166, 0.4790, 0.3150, 0.5555, 0.8135
Jiuzhai valley (UAV-0.5m), Mengdong Township, 0.1708, 0.7470, 0.2780, 0.1615, 0.3736, 0.6163
Jiuzhai valley (UAV-0.5m), Moxi town (UAV-0.2m), 0.2512, 0.6153, 0.3568, 0.2171, 0.4148, 0.6501
Jiuzhai valley (UAV-0.5m), Moxi town (UAV-1m), 0.0813, 0.9525, 0.1498, 0.0810, 0.1477, 0.2653
Jiuzhai valley (UAV-0.5m), Moxitaidi (SAT), 0.0818, 0.8740, 0.1497, 0.0809, 0.2016, 0.3604
Jiuzhai valley (UAV-0.5m), Moxitaidi (UAV-0.6m), 0.1765, 0.5369, 0.2657, 0.1532, 0.4379, 0.7358
Jiuzhai valley (UAV-0.5m), Moxitaidi (UAV-1m), 0.1371, 0.5265, 0.2176, 0.1221, 0.4113, 0.7125
Jiuzhai valley (UAV-0.5m), palu, 0.0276, 0.7329, 0.0531, 0.0273, 0.3653, 0.7057
Jiuzhai valley (UAV-0.5m), Tiburon Peninsula (planet), 0.2777, 0.8237, 0.4154, 0.2621, 0.5468, 0.8409
Jiuzhai valley (UAV-0.5m), Tiburon Peninsula (Sentinel), 0.1743, 0.7832, 0.2852, 0.1663, 0.5114, 0.8604
Jiuzhai valley (UAV-0.5m), Wenchuan, 0.2938, 0.7470, 0.4218, 0.2672, 0.5854, 0.9069
Lombok, Hokkaido Iburi-Tobu, 0.2106, 0.3533, 0.2639, 0.1520, 0.4813, 0.8168
Lombok, Jiuzhai valley (UAV-0.2m), 0.4424, 0.0578, 0.1023, 0.0539, 0.4013, 0.7523
Lombok, Jiuzhai valley (UAV-0.5m), 0.2109, 0.2756, 0.2390, 0.1357, 0.4639, 0.7987
Lombok, Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4502, 0.9004
Lombok, Longxi River (UAV), 0.6152, 0.0441, 0.0823, 0.0429, 0.4393, 0.8368
Lombok, Mengdong Township, 0.0950, 0.8606, 0.1711, 0.0935, 0.0961, 0.1753
Lombok, Moxi town (UAV-0.2m), 0.0809, 0.0200, 0.0321, 0.0163, 0.4126, 0.8096
Lombok, Moxi town (UAV-1m), 0.1301, 0.6827, 0.2186, 0.1227, 0.3874, 0.6682
Lombok, Moxitaidi (SAT), 0.0690, 0.1842, 0.1004, 0.0529, 0.4189, 0.7875
Lombok, Moxitaidi (UAV-0.6m), 0.0853, 0.0636, 0.0729, 0.0378, 0.4464, 0.8559
Lombok, Moxitaidi (UAV-1m), 0.0685, 0.2102, 0.1034, 0.0545, 0.3866, 0.7232
Lombok, palu, 0.1596, 0.4993, 0.2419, 0.1376, 0.5511, 0.9648
Lombok, Tiburon Peninsula (planet), 0.5403, 0.1101, 0.1829, 0.1007, 0.5163, 0.9325
Lombok, Tiburon Peninsula (Sentinel), 0.0895, 0.9126, 0.1631, 0.0888, 0.3723, 0.6670
Lombok, Wenchuan, 0.2877, 0.2067, 0.2406, 0.1367, 0.5384, 0.9407
Longxi River (SAT), Hokkaido Iburi-Tobu, 0.0126, 0.0006, 0.0012, 0.0006, 0.4516, 0.9026
Longxi River (SAT), Jiuzhai valley (UAV-0.2m), 0.6652, 0.0045, 0.0089, 0.0045, 0.3804, 0.7565
Longxi River (SAT), Jiuzhai valley (UAV-0.5m), 0.4407, 0.1345, 0.2061, 0.1149, 0.4971, 0.8812
Longxi River (SAT), Lombok, 0.0000, 0.0000, 0.0000, 0.0000, 0.4763, 0.9526
Longxi River (SAT), Longxi River (UAV), 0.9866, 0.0000, 0.0001, 0.0000, 0.4171, 0.8341
Longxi River (SAT), Mengdong Township, 0.0094, 0.0002, 0.0003, 0.0001, 0.4498, 0.8995
Longxi River (SAT), Moxi town (UAV-0.2m), 0.9670, 0.0097, 0.0192, 0.0097, 0.4266, 0.8437
Longxi River (SAT), Moxi town (UAV-1m), 0.0000, 0.0000, 0.0000, 0.0000, 0.4435, 0.8869
Longxi River (SAT), Moxitaidi (SAT), 0.3365, 0.0411, 0.0732, 0.0380, 0.4854, 0.9330
Longxi River (SAT), Moxitaidi (UAV-0.6m), 0.1997, 0.0625, 0.0952, 0.0500, 0.4718, 0.8942
Longxi River (SAT), Moxitaidi (UAV-1m), 0.1700, 0.1930, 0.1808, 0.0994, 0.4823, 0.8672
Longxi River (SAT), palu, 0.0000, 0.0000, 0.0000, 0.0000, 0.4917, 0.9833
Longxi River (SAT), Tiburon Peninsula (planet), 0.0676, 0.1015, 0.0811, 0.0423, 0.4417, 0.8422
Longxi River (SAT), Tiburon Peninsula (Sentinel), 0.0036, 0.0000, 0.0001, 0.0000, 0.4821, 0.9641
Longxi River (SAT), Wenchuan, 0.2661, 0.2335, 0.2487, 0.1420, 0.5386, 0.9359
Longxi River (UAV), Hokkaido Iburi-Tobu, 0.2004, 0.7963, 0.3202, 0.1906, 0.4256, 0.6857
Longxi River (UAV), Jiuzhai valley (UAV-0.2m), 0.6632, 0.4913, 0.5644, 0.3932, 0.5915, 0.8150
Longxi River (UAV), Jiuzhai valley (UAV-0.5m), 0.3513, 0.7517, 0.4788, 0.3148, 0.5547, 0.8124
Longxi River (UAV), Lombok, 0.0732, 0.3446, 0.1208, 0.0643, 0.4549, 0.8472
Longxi River (UAV), Longxi River (SAT), 0.0074, 0.0004, 0.0008, 0.0004, 0.4480, 0.8956
Longxi River (UAV), Mengdong Township, 0.3688, 0.7362, 0.4915, 0.3258, 0.5816, 0.8493
Longxi River (UAV), Moxi town (UAV-0.2m), 0.2448, 0.4022, 0.3043, 0.1795, 0.4349, 0.7099
Longxi River (UAV), Moxi town (UAV-1m), 0.1396, 0.5842, 0.2253, 0.1270, 0.4213, 0.7270
Longxi River (UAV), Moxitaidi (SAT), 0.1386, 0.8788, 0.2395, 0.1360, 0.3775, 0.6405
