source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.2m), 0.4833, 0.7139, 0.5764, 0.4049, 0.5474, 0.7439
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.5m), 0.5813, 0.6404, 0.6095, 0.4383, 0.6684, 0.9059
Hokkaido Iburi-Tobu, Lombok, 0.1065, 0.5787, 0.1799, 0.0988, 0.4676, 0.8393
Hokkaido Iburi-Tobu, Longxi River (SAT), 0.8871, 0.0141, 0.0278, 0.0141, 0.4580, 0.9021
Hokkaido Iburi-Tobu, Longxi River (UAV), 0.3666, 0.3563, 0.3614, 0.2205, 0.4992, 0.7910
Hokkaido Iburi-Tobu, Mengdong Township, 0.2677, 0.7505, 0.3947, 0.2458, 0.4999, 0.7723
Hokkaido Iburi-Tobu, Moxi town (UAV-0.2m), 0.3683, 0.6253, 0.4636, 0.3017, 0.5242, 0.7717
Hokkaido Iburi-Tobu, Moxi town (UAV-1m), 0.2917, 0.6458, 0.4019, 0.2515, 0.5574, 0.8694
Hokkaido Iburi-Tobu, Moxitaidi (SAT), 0.4431, 0.3343, 0.3811, 0.2354, 0.5820, 0.9301
Hokkaido Iburi-Tobu, Moxitaidi (UAV-0.6m), 0.1859, 0.8487, 0.3050, 0.1799, 0.4037, 0.6556
Hokkaido Iburi-Tobu, Moxitaidi (UAV-1m), 0.1906, 0.7542, 0.3043, 0.1794, 0.4509, 0.7382
Hokkaido Iburi-Tobu, palu, 0.0696, 0.2447, 0.1084, 0.0573, 0.5059, 0.9546
Hokkaido Iburi-Tobu, Tiburon Peninsula (planet), 0.3647, 0.7870, 0.4984, 0.3319, 0.6085, 0.8913
Hokkaido Iburi-Tobu, Tiburon Peninsula (Sentinel), 0.1615, 0.5481, 0.2495, 0.1426, 0.5115, 0.8828
Hokkaido Iburi-Tobu, Wenchuan, 0.3556, 0.7132, 0.4746, 0.3111, 0.6185, 0.9282
Jiuzhai valley (UAV-0.2m), Hokkaido Iburi-Tobu, 0.4060, 0.7343, 0.5229, 0.3540, 0.6102, 0.8754
Jiuzhai valley (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.5598, 0.8551, 0.6766, 0.5113, 0.7037, 0.9063
Jiuzhai valley (UAV-0.2m), Lombok, 0.0746, 0.5914, 0.1325, 0.0710, 0.4154, 0.7641
Jiuzhai valley (UAV-0.2m), Longxi River (SAT), 0.0001, 0.0000, 0.0000, 0.0000, 0.4485, 0.8970
Jiuzhai valley (UAV-0.2m), Longxi River (UAV), 0.5336, 0.5920, 0.5613, 0.3901, 0.6099, 0.8464
Jiuzhai valley (UAV-0.2m), Mengdong Township, 0.3314, 0.7632, 0.4621, 0.3005, 0.5552, 0.8243
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-0.2m), 0.3601, 0.6540, 0.4645, 0.3025, 0.5186, 0.7621
Jiuzhai valley (UAV-0.2m), Moxi town (UAV-1m), 0.2002, 0.3855, 0.2635, 0.1517, 0.5007, 0.8535
Jiuzhai valley (UAV-0.2m), Moxitaidi (SAT), 0.2430, 0.7884, 0.3715, 0.2281, 0.5236, 0.8282
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-0.6m), 0.1978, 0.8346, 0.3199, 0.1904, 0.4245, 0.6840
Jiuzhai valley (UAV-0.2m), Moxitaidi (UAV-1m), 0.2784, 0.5643, 0.3728, 0.2291, 0.5393, 0.8559
Jiuzhai valley (UAV-0.2m), palu, 0.0350, 0.5552, 0.0659, 0.0341, 0.4279, 0.8228
Jiuzhai valley (UAV-0.2m), Tiburon Peninsula (planet), 0.1736, 0.9351, 0.2928, 0.1715, 0.4202, 0.6901
Jiuzhai valley (UAV-0.2m), Tiburon Peninsula (Sentinel), 0.1689, 0.6729, 0.2700, 0.1561, 0.5118, 0.8707
Jiuzhai valley (UAV-0.2m), Wenchuan, 0.4231, 0.3545, 0.3858, 0.2390, 0.5934, 0.9487
Jiuzhai valley (UAV-0.5m), Hokkaido Iburi-Tobu, 0.4835, 0.7251, 0.5802, 0.4086, 0.6520, 0.9025
Jiuzhai valley (UAV-0.5m), Jiuzhai valley (UAV-0.2m), 0.7133, 0.6539, 0.6823, 0.5178, 0.6705, 0.8514
Jiuzhai valley (UAV-0.5m), Lombok, 0.0967, 0.7459, 0.1712, 0.0936, 0.4342, 0.7800
Jiuzhai valley (UAV-0.5m), Longxi River (SAT), 0.0150, 0.0007, 0.0014, 0.0007, 0.4485, 0.8964
Jiuzhai valley (UAV-0.5m), Longxi River (UAV), 0.5612, 0.5183, 0.5389, 0.3688, 0.6039, 0.8528
Jiuzhai valley (UAV-0.5m), Mengdong Township, 0.3564, 0.7568, 0.4846, 0.3198, 0.5739, 0.8408
Jiuzhai valley (UAV-0.5m), Moxi town (UAV-0.2m), 0.3008, 0.7625, 0.4314, 0.2750, 0.4573, 0.6829
Jiuzhai valley (UAV-0.5m), Moxi town (UAV-1m), 0.1203, 0.9376, 0.2132, 0.1193, 0.3086, 0.5298
Jiuzhai valley (UAV-0.5m), Moxitaidi (SAT), 0.2450, 0.7370, 0.3677, 0.2253, 0.5270, 0.8368
Jiuzhai valley (UAV-0.5m), Moxitaidi (UAV-0.6m), 0.2197, 0.6899, 0.3333, 0.2000, 0.4691, 0.7543
Jiuzhai valley (UAV-0.5m), Moxitaidi (UAV-1m), 0.1854, 0.6908, 0.2923, 0.1712, 0.4516, 0.7461
Jiuzhai valley (UAV-0.5m), palu, 0.0255, 0.1960, 0.0452, 0.0231, 0.4648, 0.9067
Jiuzhai valley (UAV-0.5m), Tiburon Peninsula (planet), 0.2604, 0.8443, 0.3980, 0.2485, 0.5312, 0.8248
Jiuzhai valley (UAV-0.5m), Tiburon Peninsula (Sentinel), 0.3086, 0.4634, 0.3705, 0.2274, 0.5852, 0.9440
Jiuzhai valley (UAV-0.5m), Wenchuan, 0.4451, 0.2159, 0.2907, 0.1701, 0.5609, 0.9521
Lombok, Hokkaido Iburi-Tobu, 0.1306, 0.2502, 0.1716, 0.0938, 0.4320, 0.7754
Lombok, Jiuzhai valley (UAV-0.2m), 0.6815, 0.0724, 0.1309, 0.0700, 0.4156, 0.7654
