source_region,target_region,precision,recall,f1,iou,miou,oa
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.2m), 0.2476, 0.7892, 0.3769, 0.2322, 0.2218, 0.3633
Hokkaido Iburi-Tobu, Jiuzhai valley (UAV-0.5m), 0.2234, 0.8793, 0.3563, 0.2167, 0.4058, 0.6356
Hokkaido Iburi-Tobu, Lombok, 0.1247, 0.5656, 0.2044, 0.1138, 0.4886, 0.8658
Hokkaido Iburi-Tobu, Longxi River (SAT), 0.1700, 0.0087, 0.0165, 0.0083, 0.4529, 0.8976
Hokkaido Iburi-Tobu, Longxi River (UAV), 0.7805, 0.1773, 0.2889, 0.1688, 0.5098, 0.8552
Hokkaido Iburi-Tobu, Mengdong Township, 0.2735, 0.7577, 0.4019, 0.2515, 0.5052, 0.7770
Hokkaido Iburi-Tobu, Moxi town (UAV-0.2m), 0.3323, 0.7043, 0.4515, 0.2916, 0.4940, 0.7301
Hokkaido Iburi-Tobu, Moxi town (UAV-1m), 0.3389, 0.4660, 0.3924, 0.2441, 0.5714, 0.9019
Hokkaido Iburi-Tobu, Moxitaidi (SAT), 0.2372, 0.4773, 0.3169, 0.1883, 0.5258, 0.8675
Hokkaido Iburi-Tobu, Moxitaidi (UAV-0.6m), 0.2755, 0.6133, 0.3802, 0.2347, 0.5232, 0.8219
Hokkaido Iburi-Tobu, Moxitaidi (UAV-1m), 0.1728, 0.7027, 0.2774, 0.1611, 0.4337, 0.7221
Hokkaido Iburi-Tobu, palu, 0.1079, 0.5515, 0.1804, 0.0992, 0.5212, 0.9436
Hokkaido Iburi-Tobu, Tiburon Peninsula (planet), 0.2083, 0.9272, 0.3402, 0.2050, 0.4708, 0.7533
Hokkaido Iburi-Tobu, Tiburon Peninsula (Sentinel), 0.1570, 0.6391, 0.2521, 0.1442, 0.5031, 0.8652
Hokkaido Iburi-Tobu, Wenchuan, 0.3436, 0.6415, 0.4475, 0.2882, 0.6070, 0.9280
Jiuzhai valley (UAV-0.2m), Hokkaido Iburi-Tobu, 0.3036, 0.8601, 0.4487, 0.2893, 0.5379, 0.8036
Jiuzhai valley (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.4260, 0.9265, 0.5836, 0.4121, 0.6212, 0.8484
Jiuzhai valley (UAV-0.2m), Lombok, 0.0747, 0.6732, 0.1344, 0.0721, 0.4012, 0.7358
Jiuzhai valley (UAV-0.2m), Longxi River (SAT), 0.4448, 0.0029, 0.0058, 0.0029, 0.4519, 0.9008
