source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), palu, 0.1148, 0.4526, 0.1831, 0.1008, 0.5275, 0.9545, 0.2684
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.1656, 0.7737, 0.2729, 0.1580, 0.5036, 0.8534, 0.2507
Tiburon Peninsula (planet), Wenchuan, 0.3376, 0.5611, 0.4215, 0.2670, 0.5976, 0.9300, 0.4268
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.6152, 0.0707, 0.1268, 0.0677, 0.4883, 0.9095, 0.0608
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.8055, 0.2076, 0.3301, 0.1977, 0.4905, 0.7944, 0.1217
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7178, 0.2428, 0.3629, 0.2217, 0.5606, 0.9022, 0.2275
Tiburon Peninsula (Sentinel), Lombok, 0.2565, 0.2172, 0.2352, 0.1333, 0.5450, 0.9570, 0.2280
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4502, 0.9004, 0.0000
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.6651, 0.0108, 0.0213, 0.0108, 0.4227, 0.8350, 0.0345
Tiburon Peninsula (Sentinel), Mengdong Township, 0.1730, 0.0481, 0.0753, 0.0391, 0.4608, 0.8831, 0.1051
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.2815, 0.2112, 0.2413, 0.1372, 0.4603, 0.7906, 0.0648
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1116, 0.7708, 0.1950, 0.1081, 0.3259, 0.5676, 0.1174
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1440, 0.0393, 0.0618, 0.0319, 0.4774, 0.9231, 0.0850
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0570, 0.0100, 0.0171, 0.0086, 0.4528, 0.8971, 0.0212
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0547, 0.0574, 0.0560, 0.0288, 0.4406, 0.8530, 0.0804
Tiburon Peninsula (Sentinel), palu, 0.1614, 0.1013, 0.1245, 0.0664, 0.5251, 0.9839, 0.1002
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.5158, 0.6455, 0.5734, 0.4020, 0.6665, 0.9341, 0.4762
Tiburon Peninsula (Sentinel), Wenchuan, 0.3884, 0.5278, 0.4475, 0.2882, 0.6138, 0.9408, 0.4372
Wenchuan, Hokkaido Iburi-Tobu, 0.5708, 0.1303, 0.2121, 0.1186, 0.5138, 0.9101, 0.1196
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7475, 0.5069, 0.6041, 0.4328, 0.6239, 0.8379, 0.1237
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6972, 0.4050, 0.5124, 0.3444, 0.6259, 0.9116, 0.2553
Wenchuan, Lombok, 0.0784, 0.2182, 0.1153, 0.0612, 0.4793, 0.8980, 0.1117
Wenchuan, Longxi River (SAT), 0.4022, 0.0136, 0.0264, 0.0134, 0.4567, 0.9003, 0.0187
Wenchuan, Longxi River (UAV), 0.6240, 0.2621, 0.3692, 0.2264, 0.5355, 0.8514, 0.2407
Wenchuan, Mengdong Township, 0.5734, 0.5215, 0.5462, 0.3757, 0.6427, 0.9143, 0.3002
Wenchuan, Moxi town (UAV-0.2m), 0.3573, 0.0708, 0.1182, 0.0628, 0.4471, 0.8333, 0.0517
Wenchuan, Moxi town (UAV-1m), 0.1811, 0.1411, 0.1586, 0.0862, 0.4917, 0.8983, 0.1162
Wenchuan, Moxitaidi (SAT), 0.2650, 0.1782, 0.2131, 0.1193, 0.5168, 0.9152, 0.1151
Wenchuan, Moxitaidi (UAV-0.6m), 0.2468, 0.1194, 0.1609, 0.0875, 0.4877, 0.8892, 0.1069
Wenchuan, Moxitaidi (UAV-1m), 0.2070, 0.3569, 0.2621, 0.1508, 0.4970, 0.8474, 0.1368
Wenchuan, palu, 0.0271, 0.0740, 0.0397, 0.0203, 0.4899, 0.9597, 0.0601
Wenchuan, Tiburon Peninsula (planet), 0.1246, 0.9338, 0.2198, 0.1235, 0.3187, 0.5451, 0.1597
Wenchuan, Tiburon Peninsula (Sentinel), 0.2281, 0.0612, 0.0966, 0.0507, 0.5050, 0.9593, 0.0712
