source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (planet), Tiburon Peninsula (Sentinel), 0.1857, 0.5928, 0.2828, 0.1647, 0.5277, 0.8931, 0.2403
Tiburon Peninsula (planet), Wenchuan, 0.4658, 0.6012, 0.5249, 0.3559, 0.6525, 0.9506, 0.5082
Tiburon Peninsula (Sentinel), Hokkaido Iburi-Tobu, 0.5058, 0.0407, 0.0753, 0.0391, 0.4729, 0.9071, 0.0362
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.2m), 0.8516, 0.1744, 0.2896, 0.1693, 0.4756, 0.7911, 0.1024
Tiburon Peninsula (Sentinel), Jiuzhai valley (UAV-0.5m), 0.7063, 0.1618, 0.2633, 0.1516, 0.5229, 0.8962, 0.1560
Tiburon Peninsula (Sentinel), Lombok, 0.2822, 0.1542, 0.1995, 0.1108, 0.5364, 0.9623, 0.1168
Tiburon Peninsula (Sentinel), Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4502, 0.9005, 0.0000
Tiburon Peninsula (Sentinel), Longxi River (UAV), 0.5749, 0.0114, 0.0224, 0.0113, 0.4228, 0.8346, 0.0449
Tiburon Peninsula (Sentinel), Mengdong Township, 0.0973, 0.0338, 0.0502, 0.0257, 0.4494, 0.8734, 0.0669
Tiburon Peninsula (Sentinel), Moxi town (UAV-0.2m), 0.2764, 0.1601, 0.2028, 0.1128, 0.4545, 0.8014, 0.0553
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1395, 0.6463, 0.2294, 0.1296, 0.4105, 0.7050, 0.1523
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1289, 0.0192, 0.0334, 0.0170, 0.4727, 0.9285, 0.0437
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0571, 0.0060, 0.0108, 0.0054, 0.4540, 0.9027, 0.0159
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0445, 0.0502, 0.0472, 0.0242, 0.4349, 0.8462, 0.0720
Tiburon Peninsula (Sentinel), palu, 0.2273, 0.1712, 0.1953, 0.1082, 0.5461, 0.9841, 0.2394
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6501, 0.4105, 0.5032, 0.3362, 0.6395, 0.9444, 0.4972
Tiburon Peninsula (Sentinel), Wenchuan, 0.4278, 0.4293, 0.4285, 0.2727, 0.6098, 0.9480, 0.4584
Wenchuan, Hokkaido Iburi-Tobu, 0.5942, 0.1142, 0.1916, 0.1059, 0.5077, 0.9104, 0.0873
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7573, 0.4921, 0.5966, 0.4251, 0.6202, 0.8376, 0.1235
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6763, 0.3066, 0.4220, 0.2674, 0.5838, 0.9037, 0.1846
Wenchuan, Lombok, 0.0836, 0.2808, 0.1288, 0.0688, 0.4760, 0.8843, 0.1285
Wenchuan, Longxi River (SAT), 0.1788, 0.0085, 0.0163, 0.0082, 0.4530, 0.8979, 0.0040
Wenchuan, Longxi River (UAV), 0.5900, 0.4275, 0.4958, 0.3296, 0.5871, 0.8557, 0.2897
Wenchuan, Mengdong Township, 0.7020, 0.1633, 0.2649, 0.1527, 0.5308, 0.9104, 0.1484
Wenchuan, Moxi town (UAV-0.2m), 0.2873, 0.1644, 0.2091, 0.1168, 0.4577, 0.8039, 0.0521
Wenchuan, Moxi town (UAV-1m), 0.1268, 0.1053, 0.1151, 0.0610, 0.4751, 0.8899, 0.1124
Wenchuan, Moxitaidi (SAT), 0.2593, 0.2021, 0.2272, 0.1281, 0.5192, 0.9114, 0.1099
Wenchuan, Moxitaidi (UAV-0.6m), 0.2125, 0.3235, 0.2565, 0.1471, 0.4876, 0.8330, 0.1330
Wenchuan, Moxitaidi (UAV-1m), 0.1774, 0.3400, 0.2332, 0.1320, 0.4788, 0.8302, 0.1022
Wenchuan, palu, 0.0387, 0.0569, 0.0461, 0.0236, 0.4985, 0.9734, 0.0616
Wenchuan, Tiburon Peninsula (planet), 0.1330, 0.9160, 0.2322, 0.1314, 0.3440, 0.5844, 0.1762
Wenchuan, Tiburon Peninsula (Sentinel), 0.2501, 0.2417, 0.2459, 0.1402, 0.5435, 0.9473, 0.1831
