source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Wenchuan, Lombok, 0.0846, 0.3259, 0.1343, 0.0720, 0.4713, 0.8720, 0.1113
Wenchuan, Longxi River (SAT), 0.1050, 0.0044, 0.0084, 0.0042, 0.4509, 0.8976, 0.0032
Wenchuan, Longxi River (UAV), 0.6748, 0.2578, 0.3731, 0.2293, 0.5396, 0.8562, 0.2288
Wenchuan, Mengdong Township, 0.6790, 0.2661, 0.3824, 0.2364, 0.5745, 0.9150, 0.1929
Wenchuan, Moxi town (UAV-0.2m), 0.3569, 0.3863, 0.3710, 0.2278, 0.5039, 0.7934, 0.0836
Wenchuan, Moxi town (UAV-1m), 0.1682, 0.1918, 0.1792, 0.0984, 0.4887, 0.8806, 0.1510
Wenchuan, Moxitaidi (SAT), 0.3292, 0.2545, 0.2871, 0.1676, 0.5424, 0.9186, 0.0820
Wenchuan, Moxitaidi (UAV-0.6m), 0.2378, 0.3563, 0.2852, 0.1663, 0.5011, 0.8410, 0.1484
Wenchuan, Moxitaidi (UAV-1m), 0.1297, 0.1538, 0.1407, 0.0757, 0.4657, 0.8574, 0.0729
Wenchuan, palu, 0.0191, 0.0978, 0.0319, 0.0162, 0.4747, 0.9332, 0.1287
Wenchuan, Tiburon Peninsula (planet), 0.1635, 0.8509, 0.2743, 0.1590, 0.4154, 0.6911, 0.2426
Wenchuan, Tiburon Peninsula (Sentinel), 0.2734, 0.2642, 0.2687, 0.1552, 0.5518, 0.9489, 0.1830
