source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Lombok, Moxitaidi (UAV-1m), 0.0686, 0.1037, 0.0826, 0.0431, 0.4334, 0.8251, 0.0662
Lombok, palu, 0.2303, 0.3757, 0.2856, 0.1666, 0.5727, 0.9788, 0.4051
Lombok, Tiburon Peninsula (planet), 0.6667, 0.0250, 0.0481, 0.0247, 0.4784, 0.9322, 0.0414
Lombok, Tiburon Peninsula (Sentinel), 0.3504, 0.3601, 0.3552, 0.2160, 0.5844, 0.9535, 0.1793
Lombok, Wenchuan, 0.3692, 0.3814, 0.3752, 0.2309, 0.5861, 0.9423, 0.3482
Longxi River (SAT), Hokkaido Iburi-Tobu, 0.8376, 0.0922, 0.1661, 0.0906, 0.5019, 0.9140, 0.0305
Longxi River (SAT), Jiuzhai valley (UAV-0.2m), 0.6354, 0.6334, 0.6344, 0.4646, 0.6269, 0.8219, 0.1339
Longxi River (SAT), Jiuzhai valley (UAV-0.5m), 0.6306, 0.5206, 0.5703, 0.3989, 0.6516, 0.9101, 0.2161
Longxi River (SAT), Lombok, 0.0742, 0.2963, 0.1187, 0.0631, 0.4639, 0.8660, 0.0385
Longxi River (SAT), Longxi River (UAV), 0.1770, 0.0409, 0.0664, 0.0344, 0.4212, 0.8093, 0.0370
Longxi River (SAT), Mengdong Township, 0.4829, 0.2613, 0.3391, 0.2042, 0.5504, 0.8993, 0.1021
Longxi River (SAT), Moxi town (UAV-0.2m), 0.5387, 0.4000, 0.4591, 0.2979, 0.5696, 0.8513, 0.0910
Longxi River (SAT), Moxi town (UAV-1m), 0.3529, 0.0670, 0.1126, 0.0596, 0.4938, 0.9282, 0.0412
Longxi River (SAT), Moxitaidi (SAT), 0.7571, 0.0613, 0.1133, 0.0601, 0.4991, 0.9383, 0.0117
Longxi River (SAT), Moxitaidi (UAV-0.6m), 0.3623, 0.5058, 0.4222, 0.2676, 0.5692, 0.8767, 0.1593
Longxi River (SAT), Moxitaidi (UAV-1m), 0.3515, 0.2547, 0.2954, 0.1733, 0.5396, 0.9077, 0.1271
Longxi River (SAT), palu, 0.0132, 0.0318, 0.0186, 0.0094, 0.4858, 0.9623, 0.0058
Longxi River (SAT), Tiburon Peninsula (planet), 0.2459, 0.2308, 0.2381, 0.1352, 0.5161, 0.8987, 0.1471
Longxi River (SAT), Tiburon Peninsula (Sentinel), 0.1099, 0.0189, 0.0322, 0.0164, 0.4880, 0.9597, 0.0144
Longxi River (SAT), Wenchuan, 0.2793, 0.2237, 0.2484, 0.1418, 0.5399, 0.9385, 0.0991
Longxi River (UAV), Hokkaido Iburi-Tobu, 0.3617, 0.7662, 0.4914, 0.3257, 0.5835, 0.8526, 0.3312
Longxi River (UAV), Jiuzhai valley (UAV-0.2m), 0.6682, 0.5052, 0.5754, 0.4039, 0.5982, 0.8180, 0.1324
Longxi River (UAV), Jiuzhai valley (UAV-0.5m), 0.5797, 0.5450, 0.5618, 0.3906, 0.6433, 0.9025, 0.2775
Longxi River (UAV), Lombok, 0.0749, 0.4143, 0.1268, 0.0677, 0.4458, 0.8262, 0.1143
Longxi River (UAV), Longxi River (SAT), 0.1102, 0.0080, 0.0148, 0.0075, 0.4514, 0.8953, 0.0040
Longxi River (UAV), Mengdong Township, 0.3158, 0.8516, 0.4607, 0.2993, 0.5420, 0.8028, 0.2853
Longxi River (UAV), Moxi town (UAV-0.2m), 0.2516, 0.4533, 0.3236, 0.1930, 0.4355, 0.7011, 0.0848
Longxi River (UAV), Moxi town (UAV-1m), 0.1366, 0.7125, 0.2293, 0.1295, 0.3937, 0.6744, 0.1815
Longxi River (UAV), Moxitaidi (SAT), 0.1847, 0.8323, 0.3023, 0.1780, 0.4583, 0.7525, 0.1518
Longxi River (UAV), Moxitaidi (UAV-0.6m), 0.1902, 0.6052, 0.2894, 0.1692, 0.4447, 0.7353, 0.1631
Longxi River (UAV), Moxitaidi (UAV-1m), 0.1470, 0.6851, 0.2420, 0.1377, 0.3970, 0.6742, 0.1582
Longxi River (UAV), palu, 0.0331, 0.3675, 0.0607, 0.0313, 0.4514, 0.8720, 0.1380
Longxi River (UAV), Tiburon Peninsula (planet), 0.1257, 0.9138, 0.2210, 0.1242, 0.3263, 0.5579, 0.1598
Longxi River (UAV), Tiburon Peninsula (Sentinel), 0.0961, 0.8328, 0.1724, 0.0943, 0.4007, 0.7158, 0.1545
Longxi River (UAV), Wenchuan, 0.4527, 0.5564, 0.4992, 0.3327, 0.6403, 0.9493, 0.4350
Mengdong Township, Hokkaido Iburi-Tobu, 0.7067, 0.3000, 0.4212, 0.2668, 0.5940, 0.9234, 0.1452
Mengdong Township, Jiuzhai valley (UAV-0.2m), 0.7695, 0.5552, 0.6450, 0.4760, 0.6518, 0.8509, 0.1308
Mengdong Township, Jiuzhai valley (UAV-0.5m), 0.7675, 0.4532, 0.5699, 0.3985, 0.6579, 0.9216, 0.1933
Mengdong Township, Lombok, 0.0525, 0.2285, 0.0854, 0.0446, 0.4473, 0.8509, 0.0314
Mengdong Township, Longxi River (SAT), 0.3133, 0.0074, 0.0145, 0.0073, 0.4536, 0.9000, 0.0077
Mengdong Township, Longxi River (UAV), 0.5307, 0.0966, 0.1634, 0.0890, 0.4611, 0.8359, 0.0871
Mengdong Township, Moxi town (UAV-0.2m), 0.6190, 0.3226, 0.4242, 0.2692, 0.5618, 0.8618, 0.0740
Mengdong Township, Moxi town (UAV-1m), 0.0809, 0.0770, 0.0789, 0.0411, 0.4591, 0.8778, 0.0348
Mengdong Township, Moxitaidi (SAT), 0.5916, 0.3766, 0.4603, 0.2989, 0.6203, 0.9431, 0.1488
Mengdong Township, Moxitaidi (UAV-0.6m), 0.4249, 0.5587, 0.4827, 0.3181, 0.6030, 0.8934, 0.1796
Mengdong Township, Moxitaidi (UAV-1m), 0.3467, 0.4490, 0.3913, 0.2432, 0.5667, 0.8939, 0.1460
Mengdong Township, palu, 0.0193, 0.0682, 0.0300, 0.0152, 0.4828, 0.9504, 0.0244
Mengdong Township, Tiburon Peninsula (planet), 0.3204, 0.5250, 0.3980, 0.2484, 0.5677, 0.8910, 0.2793
Mengdong Township, Tiburon Peninsula (Sentinel), 0.1886, 0.1034, 0.1336, 0.0716, 0.5118, 0.9523, 0.0921
Mengdong Township, Wenchuan, 0.5839, 0.2992, 0.3957, 0.2466, 0.6023, 0.9585, 0.2126
Moxi town (UAV-0.2m), Hokkaido Iburi-Tobu, 0.4366, 0.0948, 0.1557, 0.0844, 0.4940, 0.9045, 0.0140
Moxi town (UAV-0.2m), Jiuzhai valley (UAV-0.2m), 0.6831, 0.7326, 0.7070, 0.5468, 0.6832, 0.8518, 0.1026
Moxi town (UAV-0.2m), Jiuzhai valley (UAV-0.5m), 0.5940, 0.6837, 0.6357, 0.4660, 0.6842, 0.9101, 0.1367
Moxi town (UAV-0.2m), Lombok, 0.0795, 0.3079, 0.1264, 0.0675, 0.4683, 0.8703, 0.0200
Moxi town (UAV-0.2m), Longxi River (SAT), 0.0023, 0.0003, 0.0006, 0.0003, 0.4434, 0.8865, 0.0002
Moxi town (UAV-0.2m), Longxi River (UAV), 0.3806, 0.0039, 0.0076, 0.0038, 0.4187, 0.8337, 0.0003
Moxi town (UAV-0.2m), Mengdong Township, 0.5672, 0.1044, 0.1763, 0.0967, 0.4996, 0.9036, 0.0262
Moxi town (UAV-0.2m), Moxi town (UAV-1m), 0.3533, 0.1999, 0.2554, 0.1464, 0.5330, 0.9208, 0.0434
Moxi town (UAV-0.2m), Moxitaidi (SAT), 0.3562, 0.1815, 0.2405, 0.1367, 0.5310, 0.9262, 0.0147
Moxi town (UAV-0.2m), Moxitaidi (UAV-0.6m), 0.4895, 0.3060, 0.3766, 0.2320, 0.5696, 0.9098, 0.0575
Moxi town (UAV-0.2m), Moxitaidi (UAV-1m), 0.3876, 0.2275, 0.2867, 0.1674, 0.5400, 0.9141, 0.0365
Moxi town (UAV-0.2m), palu, 0.0049, 0.0219, 0.0081, 0.0041, 0.4716, 0.9392, 0.0079
Moxi town (UAV-0.2m), Tiburon Peninsula (planet), 0.4693, 0.4887, 0.4788, 0.3147, 0.6196, 0.9270, 0.0906
Moxi town (UAV-0.2m), Tiburon Peninsula (Sentinel), 0.1013, 0.0378, 0.0550, 0.0283, 0.4911, 0.9539, 0.0208
Moxi town (UAV-0.2m), Wenchuan, 0.2483, 0.2732, 0.2601, 0.1495, 0.5390, 0.9294, 0.0816
Moxi town (UAV-1m), Hokkaido Iburi-Tobu, 0.8275, 0.1173, 0.2055, 0.1145, 0.5146, 0.9157, 0.0232
Moxi town (UAV-1m), Jiuzhai valley (UAV-0.2m), 0.7644, 0.6075, 0.6770, 0.5117, 0.6728, 0.8585, 0.1493
Moxi town (UAV-1m), Jiuzhai valley (UAV-0.5m), 0.7473, 0.5629, 0.6421, 0.4729, 0.6980, 0.9281, 0.2420
Moxi town (UAV-1m), Lombok, 0.0938, 0.3586, 0.1487, 0.0803, 0.4769, 0.8749, 0.0643
Moxi town (UAV-1m), Longxi River (SAT), 1.0000, 0.0070, 0.0139, 0.0070, 0.4543, 0.9016, 0.0001
Moxi town (UAV-1m), Longxi River (UAV), 0.8678, 0.0456, 0.0867, 0.0453, 0.4423, 0.8405, 0.0065
Moxi town (UAV-1m), Mengdong Township, 0.6581, 0.2244, 0.3347, 0.2010, 0.5554, 0.9118, 0.0554
Moxi town (UAV-1m), Moxi town (UAV-0.2m), 0.6720, 0.6144, 0.6419, 0.4726, 0.6764, 0.8919, 0.1435
Moxi town (UAV-1m), Moxitaidi (SAT), 0.7075, 0.3113, 0.4323, 0.2758, 0.6110, 0.9474, 0.0357
Moxi town (UAV-1m), Moxitaidi (UAV-0.6m), 0.4633, 0.3367, 0.3900, 0.2422, 0.5728, 0.9062, 0.0968
Moxi town (UAV-1m), Moxitaidi (UAV-1m), 0.4256, 0.3302, 0.3719, 0.2284, 0.5708, 0.9153, 0.0954
Moxi town (UAV-1m), palu, 0.0169, 0.0236, 0.0197, 0.0100, 0.4918, 0.9736, 0.0031
Moxi town (UAV-1m), Tiburon Peninsula (planet), 0.6012, 0.5140, 0.5542, 0.3833, 0.6622, 0.9433, 0.2116
Moxi town (UAV-1m), Tiburon Peninsula (Sentinel), 0.3309, 0.1117, 0.1670, 0.0911, 0.5257, 0.9604, 0.0201
Moxi town (UAV-1m), Wenchuan, 0.4989, 0.2705, 0.3508, 0.2127, 0.5833, 0.9545, 0.1664
Moxitaidi (SAT), Hokkaido Iburi-Tobu, 0.6294, 0.1814, 0.2816, 0.1639, 0.5382, 0.9140, 0.0412
Moxitaidi (SAT), Jiuzhai valley (UAV-0.2m), 0.2483, 0.8826, 0.3875, 0.2403, 0.1863, 0.3192, 0.0223
Moxitaidi (SAT), Jiuzhai valley (UAV-0.5m), 0.1225, 0.9147, 0.2161, 0.1211, 0.1354, 0.2389, 0.0168
Moxitaidi (SAT), Lombok, 0.0354, 0.5427, 0.0665, 0.0344, 0.2810, 0.5355, 0.0492
Moxitaidi (SAT), Longxi River (SAT), 0.1304, 0.9814, 0.2302, 0.1301, 0.2047, 0.3495, 0.0169
Moxitaidi (SAT), Longxi River (UAV), 0.2248, 0.4434, 0.2984, 0.1753, 0.4009, 0.6540, 0.0527
Moxitaidi (SAT), Mengdong Township, 0.3011, 0.5146, 0.3799, 0.2345, 0.5298, 0.8339, 0.1006
Moxitaidi (SAT), Moxi town (UAV-0.2m), 0.2033, 0.8011, 0.3243, 0.1935, 0.2954, 0.4734, 0.0306
Moxitaidi (SAT), Moxi town (UAV-1m), 0.0496, 0.1594, 0.0756, 0.0393, 0.3858, 0.7352, 0.0244
Moxitaidi (SAT), Moxitaidi (UAV-0.6m), 0.1231, 0.9425, 0.2178, 0.1222, 0.2321, 0.3972, 0.0363
Moxitaidi (SAT), Moxitaidi (UAV-1m), 0.1337, 0.8277, 0.2303, 0.1301, 0.3409, 0.5799, 0.0626
Moxitaidi (SAT), palu, 0.0205, 0.1757, 0.0367, 0.0187, 0.4573, 0.8961, 0.0691
Moxitaidi (SAT), Tiburon Peninsula (planet), 0.1418, 0.9029, 0.2451, 0.1397, 0.3664, 0.6184, 0.0784
Moxitaidi (SAT), Tiburon Peninsula (Sentinel), 0.0671, 0.0409, 0.0508, 0.0261, 0.4858, 0.9457, 0.0369
Moxitaidi (SAT), Wenchuan, 0.0967, 0.9152, 0.1749, 0.0958, 0.3432, 0.6075, 0.0924
Moxitaidi (UAV-0.6m), Hokkaido Iburi-Tobu, 0.8597, 0.0142, 0.0279, 0.0142, 0.4611, 0.9082, 0.0064
Moxitaidi (UAV-0.6m), Jiuzhai valley (UAV-0.2m), 0.6977, 0.5574, 0.6197, 0.4490, 0.6279, 0.8331, 0.1344
Moxitaidi (UAV-0.6m), Jiuzhai valley (UAV-0.5m), 0.6670, 0.4459, 0.5345, 0.3647, 0.6354, 0.9109, 0.1659
Moxitaidi (UAV-0.6m), Lombok, 0.0804, 0.2560, 0.1224, 0.0652, 0.4763, 0.8882, 0.0539
Moxitaidi (UAV-0.6m), Longxi River (SAT), 0.7615, 0.0331, 0.0634, 0.0327, 0.4678, 0.9032, 0.0119
Moxitaidi (UAV-0.6m), Longxi River (UAV), 0.4028, 0.0237, 0.0447, 0.0229, 0.4272, 0.8322, 0.0243
Moxitaidi (UAV-0.6m), Mengdong Township, 0.5916, 0.2482, 0.3497, 0.2119, 0.5591, 0.9087, 0.0719
Moxitaidi (UAV-0.6m), Moxi town (UAV-0.2m), 0.6228, 0.3456, 0.4446, 0.2858, 0.5709, 0.8638, 0.0566
Moxitaidi (UAV-0.6m), Moxi town (UAV-1m), 0.3942, 0.0532, 0.0937, 0.0491, 0.4895, 0.9301, 0.0306
Moxitaidi (UAV-0.6m), Moxitaidi (SAT), 0.9852, 0.1041, 0.1883, 0.1039, 0.5229, 0.9422, 0.0046
Moxitaidi (UAV-0.6m), Moxitaidi (UAV-1m), 0.6265, 0.3679, 0.4635, 0.3017, 0.6176, 0.9354, 0.1794
Moxitaidi (UAV-0.6m), palu, 0.0102, 0.0076, 0.0088, 0.0044, 0.4924, 0.9805, 0.0026
Moxitaidi (UAV-0.6m), Tiburon Peninsula (planet), 0.4450, 0.4836, 0.4635, 0.3017, 0.6111, 0.9232, 0.1951
Moxitaidi (UAV-0.6m), Tiburon Peninsula (Sentinel), 0.0805, 0.0074, 0.0136, 0.0068, 0.4843, 0.9617, 0.0105
Moxitaidi (UAV-0.6m), Wenchuan, 0.3007, 0.3424, 0.3202, 0.1906, 0.5618, 0.9339, 0.1986
Moxitaidi (UAV-1m), Hokkaido Iburi-Tobu, 0.5815, 0.2247, 0.3241, 0.1934, 0.5522, 0.9129, 0.0566
Moxitaidi (UAV-1m), Jiuzhai valley (UAV-0.2m), 0.7663, 0.6843, 0.7230, 0.5661, 0.7063, 0.8720, 0.1579
Moxitaidi (UAV-1m), Jiuzhai valley (UAV-0.5m), 0.6295, 0.7362, 0.6787, 0.5136, 0.7132, 0.9201, 0.2650
Moxitaidi (UAV-1m), Lombok, 0.0730, 0.3210, 0.1190, 0.0633, 0.4585, 0.8552, 0.0495
Moxitaidi (UAV-1m), Longxi River (SAT), 0.2852, 0.0021, 0.0041, 0.0020, 0.4513, 0.9006, 0.0040
Moxitaidi (UAV-1m), Longxi River (UAV), 0.4240, 0.2573, 0.3202, 0.1907, 0.5007, 0.8188, 0.0849
Moxitaidi (UAV-1m), Mengdong Township, 0.4737, 0.5156, 0.4938, 0.3278, 0.6088, 0.8955, 0.1396
Moxitaidi (UAV-1m), Moxi town (UAV-0.2m), 0.5305, 0.4267, 0.4730, 0.3098, 0.5745, 0.8500, 0.1111
Moxitaidi (UAV-1m), Moxi town (UAV-1m), 0.2746, 0.1491, 0.1933, 0.1070, 0.5108, 0.9154, 0.0976
Moxitaidi (UAV-1m), Moxitaidi (SAT), 0.6321, 0.3621, 0.4604, 0.2991, 0.6216, 0.9453, 0.0628
Moxitaidi (UAV-1m), Moxitaidi (UAV-0.6m), 0.3561, 0.7540, 0.4837, 0.3190, 0.5827, 0.8567, 0.1879
Moxitaidi (UAV-1m), palu, 0.0124, 0.0572, 0.0204, 0.0103, 0.4742, 0.9381, 0.0059
Moxitaidi (UAV-1m), Tiburon Peninsula (planet), 0.3038, 0.7204, 0.4274, 0.2718, 0.5662, 0.8675, 0.2650
Moxitaidi (UAV-1m), Tiburon Peninsula (Sentinel), 0.0947, 0.0583, 0.0722, 0.0375, 0.4920, 0.9467, 0.0363
Moxitaidi (UAV-1m), Wenchuan, 0.3789, 0.5537, 0.4500, 0.2903, 0.6136, 0.9385, 0.3053
palu, Hokkaido Iburi-Tobu, 0.4508, 0.0098, 0.0192, 0.0097, 0.4582, 0.9069, 0.0363
palu, Jiuzhai valley (UAV-0.2m), 0.5720, 0.0341, 0.0643, 0.0332, 0.3946, 0.7581, 0.0364
palu, Jiuzhai valley (UAV-0.5m), 0.6478, 0.1335, 0.2213, 0.1244, 0.5075, 0.8923, 0.1505
palu, Lombok, 0.6325, 0.0790, 0.1405, 0.0755, 0.5230, 0.9705, 0.0994
palu, Longxi River (SAT), 0.0000, 0.0000, 0.0000, 0.0000, 0.4505, 0.9009, 0.0000
palu, Longxi River (UAV), 0.2231, 0.0002, 0.0004, 0.0002, 0.4171, 0.8340, 0.0009
palu, Mengdong Township, 0.0812, 0.0001, 0.0001, 0.0001, 0.4506, 0.9010, 0.0011
palu, Moxi town (UAV-0.2m), 0.3402, 0.0556, 0.0955, 0.0502, 0.4414, 0.8340, 0.0532
palu, Moxi town (UAV-1m), 0.2182, 0.0842, 0.1215, 0.0647, 0.4907, 0.9173, 0.1552
palu, Moxitaidi (SAT), 0.3210, 0.0072, 0.0140, 0.0071, 0.4711, 0.9351, 0.0518
palu, Moxitaidi (UAV-0.6m), 0.2143, 0.0036, 0.0071, 0.0036, 0.4568, 0.9101, 0.0220
palu, Moxitaidi (UAV-1m), 0.1699, 0.0126, 0.0235, 0.0119, 0.4661, 0.9204, 0.0222
palu, Tiburon Peninsula (planet), 0.2736, 0.1096, 0.1565, 0.0849, 0.5016, 0.9189, 0.1488
palu, Tiburon Peninsula (Sentinel), 0.2504, 0.1129, 0.1556, 0.0844, 0.5203, 0.9565, 0.1790
palu, Wenchuan, 0.6447, 0.2067, 0.3130, 0.1856, 0.5720, 0.9588, 0.3624
Tiburon Peninsula (planet), Hokkaido Iburi-Tobu, 0.4072, 0.5684, 0.4745, 0.3111, 0.5938, 0.8830, 0.2205
Tiburon Peninsula (planet), Jiuzhai valley (UAV-0.2m), 0.6304, 0.6903, 0.6590, 0.4914, 0.6409, 0.8257, 0.1334
Tiburon Peninsula (planet), Jiuzhai valley (UAV-0.5m), 0.4083, 0.7900, 0.5383, 0.3683, 0.5987, 0.8446, 0.1609
Tiburon Peninsula (planet), Lombok, 0.1232, 0.6875, 0.2090, 0.1167, 0.4773, 0.8414, 0.2903
Tiburon Peninsula (planet), Longxi River (SAT), 0.8870, 0.0935, 0.1691, 0.0924, 0.5003, 0.9090, 0.0434
Tiburon Peninsula (planet), Longxi River (UAV), 0.2125, 0.0843, 0.1207, 0.0642, 0.4288, 0.7962, 0.0245
Tiburon Peninsula (planet), Mengdong Township, 0.0951, 0.3038, 0.1448, 0.0781, 0.3562, 0.6452, 0.0695
Tiburon Peninsula (planet), Moxi town (UAV-0.2m), 0.2506, 0.7966, 0.3813, 0.2356, 0.3846, 0.5922, 0.0643
Tiburon Peninsula (planet), Moxi town (UAV-1m), 0.1639, 0.7718, 0.2704, 0.1563, 0.4288, 0.7169, 0.1548
Tiburon Peninsula (planet), Moxitaidi (SAT), 0.3814, 0.4989, 0.4323, 0.2758, 0.5943, 0.9156, 0.1767
Tiburon Peninsula (planet), Moxitaidi (UAV-0.6m), 0.1875, 0.4599, 0.2664, 0.1537, 0.4592, 0.7745, 0.1287
Tiburon Peninsula (planet), Moxitaidi (UAV-1m), 0.1641, 0.6563, 0.2625, 0.1511, 0.4282, 0.7201, 0.1321
