source_region,target_region,precision,recall,f1,iou,miou,oa,bf1
Tiburon Peninsula (Sentinel), Moxi town (UAV-1m), 0.1474, 0.5359, 0.2312, 0.1307, 0.4397, 0.7578, 0.1688
Tiburon Peninsula (Sentinel), Moxitaidi (SAT), 0.1323, 0.0201, 0.0349, 0.0178, 0.4730, 0.9284, 0.0495
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-0.6m), 0.0501, 0.0078, 0.0135, 0.0068, 0.4526, 0.8984, 0.0231
Tiburon Peninsula (Sentinel), Moxitaidi (UAV-1m), 0.0374, 0.0278, 0.0319, 0.0162, 0.4439, 0.8718, 0.0461
Tiburon Peninsula (Sentinel), palu, 0.2019, 0.1104, 0.1427, 0.0769, 0.5310, 0.9851, 0.1746
Tiburon Peninsula (Sentinel), Tiburon Peninsula (planet), 0.6736, 0.2845, 0.4000, 0.2500, 0.5952, 0.9414, 0.4433
Tiburon Peninsula (Sentinel), Wenchuan, 0.4042, 0.3895, 0.3967, 0.2474, 0.5963, 0.9462, 0.4233
Wenchuan, Hokkaido Iburi-Tobu, 0.5481, 0.1067, 0.1787, 0.0981, 0.5030, 0.9088, 0.0787
Wenchuan, Jiuzhai valley (UAV-0.2m), 0.7522, 0.4986, 0.5997, 0.4283, 0.6217, 0.8376, 0.1257
Wenchuan, Jiuzhai valley (UAV-0.5m), 0.6772, 0.4049, 0.5068, 0.3394, 0.6223, 0.9096, 0.2363
Wenchuan, Lombok, 0.1004, 0.2718, 0.1466, 0.0791, 0.4910, 0.9036, 0.0998
Wenchuan, Longxi River (SAT), 0.2258, 0.0055, 0.0108, 0.0054, 0.4525, 0.8996, 0.0026
Wenchuan, Longxi River (UAV), 0.6302, 0.0362, 0.0684, 0.0354, 0.4355, 0.8365, 0.0512
Wenchuan, Mengdong Township, 0.6690, 0.2768, 0.3916, 0.2435, 0.5780, 0.9149, 0.1839
Wenchuan, Moxi town (UAV-0.2m), 0.3970, 0.1348, 0.2013, 0.1119, 0.4697, 0.8312, 0.0585
Wenchuan, Moxi town (UAV-1m), 0.1574, 0.2578, 0.1955, 0.1083, 0.4808, 0.8558, 0.1567
Wenchuan, Moxitaidi (SAT), 0.4216, 0.1881, 0.2601, 0.1495, 0.5399, 0.9311, 0.0819
Wenchuan, Moxitaidi (UAV-0.6m), 0.3166, 0.2224, 0.2613, 0.1503, 0.5180, 0.8880, 0.1111
Wenchuan, Moxitaidi (UAV-1m), 0.1998, 0.2171, 0.2081, 0.1161, 0.4943, 0.8745, 0.0887
Wenchuan, palu, 0.0333, 0.0936, 0.0491, 0.0252, 0.4921, 0.9592, 0.0865
Wenchuan, Tiburon Peninsula (planet), 0.1230, 0.9044, 0.2165, 0.1214, 0.3212, 0.5508, 0.1800
Wenchuan, Tiburon Peninsula (Sentinel), 0.2876, 0.1615, 0.2069, 0.1154, 0.5355, 0.9560, 0.1405
